date,high,low,open,close,volume
2018-01-02,201.6499938964844,195.4199981689453,196.1000061035156,201.07000732421875,10966900.0
2018-01-03,206.2100067138672,201.5,202.0500030517578,205.0500030517578,8591400.0
2018-01-04,207.0500030517578,204.0,206.1999969482422,205.6300048828125,6029600.0
2018-01-05,210.0200042724609,205.58999633789065,207.25,209.9900054931641,7033200.0
2018-01-08,212.5,208.44000244140625,210.0200042724609,212.0500030517578,5580200.0
2018-01-09,212.97999572753903,208.58999633789065,212.1100006103516,209.3099975585937,6125900.0
2018-01-10,213.63999938964844,206.91000366210935,207.57000732421875,212.5200042724609,5951500.0
2018-01-11,217.75,213.3500061035156,214.2899932861328,217.2400054931641,7659500.0
2018-01-12,222.5500030517578,216.0,217.17999267578125,221.22999572753903,8199400.0
2018-01-16,226.07000732421875,217.1999969482422,224.2400054931641,221.52999877929688,13516100.0
2018-01-17,221.1499938964844,216.32000732421875,221.0,217.5,9123100.0
2018-01-18,220.5800018310547,216.5500030517578,220.33999633789065,220.3300018310547,8225300.0
2018-01-19,223.4900054931641,218.5,222.75,220.4600067138672,10548600.0
2018-01-22,227.7899932861328,221.1999969482422,222.0,227.5800018310547,17703300.0
2018-01-23,257.70999145507807,248.0200042724609,255.0500030517578,250.2899932861328,27705300.0
2018-01-24,261.70999145507807,249.3099975585937,250.8800048828125,261.29998779296875,17352400.0
2018-01-25,272.29998779296875,260.23001098632807,263.0,269.70001220703125,15336400.0
2018-01-26,274.6000061035156,268.760009765625,271.489990234375,274.6000061035156,11021800.0
2018-01-29,286.8099975585937,273.92001342773443,274.20001220703125,284.5899963378906,17529700.0
2018-01-30,282.7300109863281,272.70001220703125,277.0,278.79998779296875,12482900.0
2018-01-31,282.2900085449219,269.5799865722656,281.94000244140625,270.29998779296875,11695100.0
2018-02-01,271.95001220703125,263.3800048828125,266.41000366210943,265.07000732421875,9669000.0
2018-02-02,270.6199951171875,262.70999145507807,263.0,267.42999267578125,9123600.0
2018-02-05,267.89999389648443,250.02999877929688,262.0,254.259994506836,11896100.0
2018-02-06,266.70001220703125,245.0,247.6999969482422,265.72000122070307,12595800.0
2018-02-07,272.45001220703125,264.3299865722656,266.5799865722656,264.5599975585937,8981500.0
2018-02-08,267.6199951171875,250.0,267.0799865722656,250.1000061035156,9306700.0
2018-02-09,255.8000030517578,236.1100006103516,253.8500061035156,249.47000122070312,16906900.0
2018-02-12,259.14999389648443,249.0,252.13999938964844,257.95001220703125,8534900.0
2018-02-13,261.41000366210943,254.6999969482422,257.29000854492193,258.26998901367193,6855200.0
2018-02-14,269.8800048828125,260.3299865722656,260.47000122070307,266.0,10972000.0
2018-02-15,280.5,267.6300048828125,270.02999877929693,280.26998901367193,10759700.0
2018-02-16,281.9599914550781,275.69000244140625,278.73001098632807,278.51998901367193,8312400.0
2018-02-20,285.8099975585937,276.6099853515625,277.739990234375,278.54998779296875,7769000.0
2018-02-21,286.6400146484375,280.010009765625,282.07000732421875,281.04000854492193,9371100.0
2018-02-22,284.5,274.45001220703125,283.8800048828125,278.1400146484375,8891500.0
2018-02-23,286.0,277.8099975585937,281.0,285.92999267578125,7301800.0
2018-02-26,295.6499938964844,287.010009765625,288.75,294.1600036621094,10268600.0
2018-02-27,297.3599853515625,290.5899963378906,294.7699890136719,290.6099853515625,9416500.0
2018-02-28,295.75,290.7799987792969,293.1000061035156,291.3800048828125,7653500.0
2018-03-01,295.25,283.8299865722656,292.75,290.3900146484375,11932100.0
2018-03-02,301.17999267578125,283.2300109863281,284.6499938964844,301.04998779296875,13345300.0
2018-03-05,316.9100036621094,297.6000061035156,302.8500061035156,315.0,18986100.0
2018-03-06,325.7900085449219,316.5,319.8800048828125,325.2200012207031,18525800.0
2018-03-07,323.739990234375,314.54998779296875,320.0,321.1600036621094,17132200.0
2018-03-08,322.9200134277344,314.1300048828125,322.20001220703125,317.0,11340100.0
2018-03-09,331.44000244140625,320.2300109863281,321.3299865722656,331.44000244140625,14500200.0
2018-03-12,333.9800109863281,318.6000061035156,333.5599975585937,321.29998779296875,20369200.0
2018-03-13,325.8399963378906,313.2799987792969,323.8699951171875,315.8800048828125,12917200.0
2018-03-14,323.8800048828125,317.70001220703125,318.1600036621094,321.54998779296875,10475100.0
2018-03-15,323.3999938964844,318.1400146484375,323.1700134277344,321.0899963378906,5642900.0
2018-03-16,324.1099853515625,318.3699951171875,321.4200134277344,318.45001220703125,7333700.0
2018-03-19,317.0,307.3399963378906,315.79998779296875,313.4800109863281,9925200.0
2018-03-20,319.5,312.79998779296875,313.260009765625,317.5,5991900.0
2018-03-21,319.3999938964844,314.510009765625,316.3500061035156,316.4800109863281,5263900.0
2018-03-22,314.1199951171875,305.6600036621094,313.07000732421875,306.70001220703125,8063300.0
2018-03-23,309.3699951171875,300.3599853515625,307.4100036621094,300.94000244140625,9529900.0
2018-03-26,321.0299987792969,302.0,309.3599853515625,320.3500061035156,11988300.0
2018-03-27,322.8999938964844,297.0,322.489990234375,300.69000244140625,12068600.0
2018-03-28,298.79998779296875,281.6099853515625,298.3900146484375,285.7699890136719,18972900.0
2018-03-29,295.3500061035156,275.89999389648443,287.0,295.3500061035156,19145500.0
2018-04-02,292.8699951171875,275.04998779296875,291.94000244140625,280.29000854492193,13405800.0
2018-04-03,291.25,278.010009765625,285.45001220703125,283.6700134277344,12694900.0
2018-04-04,290.3099975585937,271.22000122070307,273.6300048828125,288.94000244140625,12914000.0
2018-04-05,299.1600036621094,289.1099853515625,293.1499938964844,293.9700012207031,10655200.0
2018-04-06,298.8500061035156,285.6499938964844,289.1000061035156,288.8500061035156,11444800.0
2018-04-09,299.54998779296875,289.1199951171875,291.7699890136719,289.92999267578125,9853600.0
2018-04-10,298.95001220703125,291.69000244140625,297.67999267578125,298.07000732421875,10660500.0
2018-04-11,311.6400146484375,301.82000732421875,302.8800048828125,303.6700134277344,14877400.0
2018-04-12,311.1300048828125,306.75,309.7200012207031,309.25,10249400.0
2018-04-13,317.489990234375,308.2300109863281,317.2900085449219,311.6499938964844,12046600.0
2018-04-16,316.1000061035156,304.0,315.989990234375,307.7799987792969,20307900.0
2018-04-17,338.6199951171875,323.7699890136719,329.6600036621094,336.0599975585937,33866500.0
2018-04-18,338.82000732421875,331.1000061035156,336.29998779296875,334.5199890136719,11221100.0
