date,high,low,open,close,volume
2018-01-02,181.5800018310547,177.5500030517578,177.67999267578125,181.4199981689453,18151900.0
2018-01-03,184.77999877929688,181.3300018310547,181.8800048828125,184.6699981689453,16886600.0
2018-01-04,186.2100067138672,184.1000061035156,184.8999938964844,184.3300018310547,13880900.0
2018-01-05,186.8999938964844,184.92999267578125,185.58999633789065,186.8500061035156,13574500.0
2018-01-08,188.8999938964844,186.3300018310547,187.1999969482422,188.27999877929688,17994700.0
2018-01-09,188.8000030517578,187.1000061035156,188.6999969482422,187.8699951171875,12393100.0
2018-01-10,187.88999938964844,185.6300048828125,186.94000244140625,187.83999633789065,10529900.0
2018-01-11,188.3999938964844,187.3800048828125,188.3999938964844,187.7700042724609,9588600.0
2018-01-12,181.47999572753903,177.39999389648438,178.05999755859375,179.3699951171875,77551300.0
2018-01-16,181.75,178.0399932861328,181.5,178.38999938964844,36183800.0
2018-01-17,179.32000732421875,175.8000030517578,179.25999450683594,177.60000610351562,27992400.0
2018-01-18,180.97999572753903,177.0800018310547,178.1300048828125,179.8000030517578,23304900.0
2018-01-19,182.3699951171875,180.1699981689453,180.8500061035156,181.2899932861328,26826500.0
2018-01-22,185.38999938964844,180.41000366210935,180.8000030517578,185.3699951171875,21059500.0
2018-01-23,189.5500030517578,185.5500030517578,186.0500030517578,189.3500061035156,25678800.0
2018-01-24,190.66000366210935,186.5200042724609,189.88999938964844,186.5500030517578,24334500.0
2018-01-25,188.6199951171875,186.6000061035156,187.9499969482422,187.47999572753903,17377700.0
2018-01-26,190.0,186.8099975585937,187.75,190.0,17759200.0
2018-01-29,188.83999633789065,185.6300048828125,188.75,185.97999572753903,20453200.0
2018-01-30,188.17999267578125,181.83999633789065,187.6199951171875,187.1199951171875,20858600.0
2018-01-31,189.8300018310547,185.22000122070312,188.3699951171875,186.88999938964844,43275100.0
2018-02-01,195.32000732421875,187.88999938964844,188.22000122070312,193.08999633789065,54211300.0
2018-02-02,194.2100067138672,189.97999572753903,192.0399932861328,190.27999877929688,26677500.0
2018-02-05,190.6100006103516,180.6100006103516,186.92999267578125,181.259994506836,33128200.0
2018-02-06,185.7700042724609,177.74000549316406,178.57000732421875,185.3099975585937,37758500.0
2018-02-07,185.0800018310547,179.9499969482422,184.1499938964844,180.17999267578125,27601900.0
2018-02-08,181.83999633789065,171.47999572753906,181.009994506836,171.5800018310547,38478300.0
2018-02-09,176.89999389648438,167.17999267578125,174.75999450683594,176.11000061035156,39887600.0
2018-02-12,177.5500030517578,171.83999633789062,177.05999755859375,176.41000366210938,32092100.0
2018-02-13,175.97000122070312,173.10000610351562,175.6199951171875,173.14999389648438,21809400.0
2018-02-14,179.80999755859375,173.2100067138672,173.4499969482422,179.52000427246094,28929700.0
2018-02-15,180.5,176.83999633789062,180.5,179.9600067138672,20922100.0
2018-02-16,179.8800048828125,176.3000030517578,178.99000549316406,177.36000061035156,20645300.0
2018-02-20,177.9499969482422,175.11000061035156,175.77000427246094,176.00999450683594,21204900.0
2018-02-21,181.2700042724609,176.39999389648438,176.7100067138672,177.91000366210938,23200800.0
2018-02-22,180.2100067138672,177.41000366210938,178.6999969482422,178.99000549316406,18464200.0
2018-02-23,183.38999938964844,179.50999450683594,179.89999389648438,183.2899932861328,19007300.0
2018-02-26,185.66000366210935,183.22000122070312,184.5800018310547,184.92999267578125,17599700.0
2018-02-27,184.6999969482422,181.4600067138672,184.4499969482422,181.4600067138672,15849800.0
2018-02-28,182.8800048828125,178.13999938964844,182.3000030517578,178.32000732421875,18783000.0
2018-03-01,180.1199951171875,174.41000366210938,179.00999450683594,175.94000244140625,23201600.0
2018-03-02,177.11000061035156,172.99000549316406,173.2899932861328,176.6199951171875,20025900.0
2018-03-05,181.1499938964844,175.88999938964844,176.1999969482422,180.3999938964844,16189300.0
2018-03-06,182.3800048828125,179.11000061035156,181.77999877929688,179.77999877929688,15086800.0
2018-03-07,183.82000732421875,178.07000732421875,178.74000549316406,183.7100067138672,19097300.0
2018-03-08,184.3999938964844,181.4499969482422,183.5599975585937,182.33999633789065,17225900.0
2018-03-09,185.509994506836,183.2100067138672,183.91000366210935,185.22999572753903,18526300.0
2018-03-12,186.1000061035156,184.22000122070312,185.22999572753903,184.759994506836,15301200.0
2018-03-13,185.9900054931641,181.1100006103516,185.6100006103516,181.8800048828125,18067500.0
2018-03-14,184.25,181.8500061035156,182.6000061035156,184.19000244140625,16821700.0
2018-03-15,184.0,182.19000244140625,183.2400054931641,183.8600006103516,15614300.0
2018-03-16,185.3300018310547,183.41000366210935,184.4900054931641,185.08999633789065,24403400.0
2018-03-19,177.1699981689453,170.05999755859375,177.00999450683594,172.55999755859375,88140100.0
2018-03-20,170.1999969482422,161.9499969482422,167.47000122070312,168.14999389648438,129851800.0
2018-03-21,173.39999389648438,163.3000030517578,164.8000030517578,169.38999938964844,106598800.0
2018-03-22,170.27000427246094,163.72000122070312,166.1300048828125,164.88999938964844,73743000.0
2018-03-23,166.60000610351562,159.02000427246094,165.44000244140625,159.38999938964844,53609700.0
2018-03-26,161.10000610351562,149.02000427246094,160.82000732421875,160.05999755859375,126116600.0
2018-03-27,162.85000610351562,150.75,156.30999755859375,152.22000122070312,79117000.0
2018-03-28,155.8800048828125,150.8000030517578,151.64999389648438,153.02999877929688,60029200.0
2018-03-29,161.4199981689453,154.13999938964844,155.14999389648438,159.7899932861328,59434300.0
2018-04-02,159.1999969482422,154.11000061035156,157.80999755859375,155.38999938964844,36796000.0
2018-04-03,157.38999938964844,150.80999755859375,156.5500030517578,156.11000061035156,42543900.0
2018-04-04,155.55999755859375,150.50999450683594,152.02999877929688,155.10000610351562,49885600.0
2018-04-05,161.57000732421875,156.64999389648438,161.55999755859375,159.33999633789062,41449600.0
2018-04-06,161.4199981689453,156.80999755859375,157.72999572753906,157.1999969482422,41644800.0
2018-04-09,160.52999877929688,156.0399932861328,157.82000732421875,157.92999267578125,34915200.0
2018-04-10,165.97999572753906,157.00999450683594,157.92999267578125,165.0399932861328,57889300.0
2018-04-11,168.64999389648438,163.25,165.36000061035156,166.32000732421875,56144600.0
2018-04-12,167.4499969482422,163.10000610351562,166.97999572753906,163.8699951171875,38263000.0
2018-04-13,165.6999969482422,163.77000427246094,164.5800018310547,164.52000427246094,19990600.0
2018-04-16,165.77999877929688,163.38999938964844,165.72000122070312,164.8300018310547,18119400.0
2018-04-17,169.0,165.66000366210938,165.8300018310547,168.66000366210938,22743000.0
2018-04-18,168.1199951171875,165.77000427246094,166.8800048828125,166.36000061035156,20969600.0
2018-04-19,168.3300018310547,165.1999969482422,166.1999969482422,168.10000610351562,22235000.0
2018-04-20,168.42999267578125,165.80999755859375,167.7899932861328,166.27999877929688,19119400.0
2018-04-23,168.4499969482422,165.08999633789062,167.27000427246094,165.83999633789062,23088100.0
2018-04-24,166.10000610351562,158.19000244140625,165.42999267578125,159.69000244140625,35079900.0
2018-04-25,161.05999755859375,156.19000244140625,160.13999938964844,159.69000244140625,41083600.0
2018-04-26,176.27000427246094,170.8000030517578,173.22000122070312,174.16000366210938,77556900.0
2018-04-27,177.10000610351562,172.60000610351562,176.80999755859375,173.58999633789062,29804700.0
2018-04-30,175.72000122070312,171.7100067138672,173.7899932861328,172.0,20750500.0
2018-05-01,174.02000427246094,170.22999572753906,172.0,173.86000061035156,26025900.0
2018-05-02,178.0800018310547,174.1999969482422,174.25,176.07000732421875,30424500.0
2018-05-03,176.1199951171875,172.1199951171875,175.1300048828125,174.02000427246094,24026100.0
2018-05-04,176.97999572753906,173.05999755859375,173.0800018310547,176.61000061035156,17677800.0
2018-05-07,179.5,177.1699981689453,177.35000610351562,177.97000122070312,18697200.0
2018-05-08,179.0399932861328,177.11000061035156,178.25,178.9199981689453,15577200.0
2018-05-09,183.009994506836,178.77999877929688,179.6699981689453,182.66000366210935,23282800.0
2018-05-10,186.1300048828125,182.5,183.1499938964844,185.52999877929688,21071400.0
